-0.0351882    0.056485
-0.496205   0.0397113
-0.534281   0.0409517
-0.472786   0.0559426
-0.417077   0.0519073
-0.388869   0.0513385
-0.396336   0.0465574
-0.366464   0.0408879
-0.371693   0.0422324
-0.312752   0.0377192
-0.339186   0.0537012
-0.34435   0.0518287
-0.399635   0.0437355
-0.437775   0.0412636
-0.456608   0.0436563
-0.34992   0.0625586
-0.317169   0.0446555
-0.371905   0.0594693
-0.436743   0.0496428
-0.528402   0.0553088
-0.474022   0.0548965
-0.474522   0.0538269
-0.463781   0.0378752
-0.493227   0.0614795
-0.492912   0.0476849
-0.456524   0.0553946
-0.448579    0.054245
-0.442983   0.0463577
-0.497043   0.0502063
-0.510937     0.05506
-0.464972    0.051509
-0.46461    0.045042
-0.374958   0.0502841
-0.322633   0.0551994
-0.376337   0.0698625
-0.400086   0.0462125
-0.444281   0.0554133
-0.487621   0.0390974
-0.440313   0.0566251
-0.482777   0.0377908
-0.464281   0.0367866
-0.441619   0.0400958
-0.421208   0.0427593
-0.409983   0.0494322
-0.44371   0.0451601
-0.41857   0.0469933
-0.375919   0.0654054
-0.440145   0.0473752
-0.42564   0.0553997
-0.418576   0.0584169
-0.452569    0.063181
-0.416736   0.0703821
-0.436537   0.0427984
-0.465466   0.0391284
-0.479546   0.0418124
-0.379215   0.0497636
-0.37028   0.0392129
-0.333675   0.0699288
-0.413811   0.0450963
-0.417847   0.0455261
-0.384238   0.0561428
-0.378951   0.0523813
-0.367553   0.0457063
-0.417925   0.0593557
-0.398305   0.0540171
-0.388353    0.051683
-0.379338    0.043242
-0.357277   0.0436029
-0.406816   0.0383168
-0.45859    0.041961
-0.400508   0.0354163
-0.404662   0.0465726
-0.305024   0.0599261
-0.3447   0.0546426
-0.380034   0.0510104
-0.404445   0.0541019
-0.367105   0.0426063
-0.406456   0.0353117
-0.361683   0.0528238
-0.326338   0.0484135
-0.35867   0.0435006
-0.325871   0.0516357
-0.359392   0.0494599
-0.416773   0.0430837
-0.420908   0.0544269
-0.364458   0.0491138
-0.414576   0.0394308
-0.430265   0.0389456
-0.361114   0.0501799
-0.308501   0.0652348
-0.374453   0.0586528
-0.416454   0.0406312
-0.370326   0.0591008
-0.37043   0.0623237
-0.386931   0.0725805
-0.39793   0.0460699
-0.343775   0.0542303
-0.374376   0.0660948
-0.341369   0.0476572
-0.363355   0.0513166
-0.398237   0.0444041
-0.386535   0.0493965
-0.428527   0.0405824
-0.427566   0.0370464
-0.498097   0.0429126
-0.470852   0.0414322
-0.463592   0.0400934
-0.389606   0.0568192
-0.417832   0.0508905
-0.424168   0.0450408
-0.495659   0.0429503
-0.502245   0.0409091
-0.369822   0.0613614
-0.41661   0.0444141
-0.388519   0.0479229
-0.332824   0.0480131
-0.404592   0.0401515
-0.353854   0.0404679
-0.385631   0.0454673
-0.457616   0.0516616
-0.488888   0.0449319
-0.436312   0.0441582
-0.413765   0.0474948
-0.362156   0.0481578
-0.432994   0.0466804
-0.529676   0.0409894
-0.417233   0.0435481
-0.380208   0.0599696
-0.3824   0.0582539
-0.378919   0.0756239
-0.431998    0.052731
-0.403619   0.0416031
-0.383904   0.0373836
-0.37446   0.0351539
-0.392272   0.0479972
-0.417299    0.050502
-0.431516   0.0515368
-0.348912   0.0528777
-0.363566   0.0434501
-0.332296    0.050933
-0.474059   0.0497668
-0.408511   0.0491569
-0.384343   0.0472569
-0.364939   0.0554026
-0.43182   0.0484625
-0.387845   0.0425627
-0.361157   0.0482418
-0.42217   0.0513586
-0.512633   0.0404741
-0.472516   0.0431852
-0.443853   0.0490081
-0.390923   0.0453291
-0.401236   0.0502095
-0.431629   0.0509994
-0.452458   0.0565494
-0.426824   0.0496829
-0.378704   0.0395454
-0.385189   0.0411048
-0.365416   0.0414859
-0.379366   0.0425073
-0.400349    0.042644
-0.439306   0.0404415
-0.409251   0.0603774
-0.407942   0.0468855
-0.385273   0.0445296
-0.389103   0.0486275
-0.37894   0.0604567
-0.370597    0.055456
-0.426737   0.0439116
-0.35273   0.0515784
-0.44692   0.0450777
-0.418612   0.0412682
-0.461775   0.0432116
-0.422968   0.0414453
-0.479442   0.0369194
-0.359188   0.0431578
-0.407297     0.04527
-0.424365    0.046621
-0.438888   0.0416119
-0.426975   0.0358013
-0.415184   0.0430667
-0.3781   0.0522881
-0.343259   0.0500414
-0.426396   0.0430654
-0.460712   0.0394875
-0.482404   0.0383417
-0.504031   0.0345334
-0.422533   0.0319332
-0.416847   0.0344176
-0.45398   0.0409266
-0.418424   0.0376137
-0.467701   0.0366962
-0.442374   0.0454276
-0.375084   0.0453609
-0.398941   0.0525425
-0.428745    0.052018
-0.409203   0.0432085
-0.326757   0.0449376
-0.342453   0.0543934
-0.298819   0.0461514
-0.362987   0.0465438
-0.347961   0.0536656
-0.337649   0.0620428
-0.450538   0.0440716
-0.452148   0.0481572
-0.491097    0.038296
-0.427889   0.0457974
-0.382691   0.0448727
-0.459052   0.0492782
-0.414339   0.0525194
-0.452925   0.0484694
-0.441508   0.0435236
-0.27315    0.075418
-0.264656   0.0732564
-0.365742   0.0443762
-0.459529   0.0394287
-0.457592   0.0401068
-0.427403   0.0408104
-0.395204   0.0540585
-0.391093   0.0526325
-0.395522   0.0374023
-0.443528   0.0471027
-0.450322   0.0494618
-0.424109   0.0484728
-0.386995   0.0565906
-0.376342   0.0509103
-0.401032   0.0489511
-0.460317   0.0353598
-0.519524   0.0569042
-0.43822   0.0600677
-0.421753   0.0407538
-0.436098   0.0540463
-0.431957   0.0525636
-0.364227   0.0696996
-0.37587   0.0592943
-0.384481   0.0532385
-0.360177    0.068038
-0.366945   0.0686501
-0.449408   0.0549914
-0.414612   0.0591495
-0.428006   0.0463279
-0.350688   0.0558769
-0.345769   0.0558584
-0.358797   0.0574097
-0.441347   0.0494398
-0.453759   0.0491943
-0.406939   0.0526057
-0.393399   0.0550038
-0.304712   0.0514338
-0.335857   0.0482245
-0.418487   0.0507205
-0.398016   0.0570284
-0.360289   0.0791826
-0.485877   0.0562416
-0.463372   0.0587856
-0.516583   0.0525189
-0.429113   0.0503015
-0.433587   0.0486656
-0.374501   0.0464149
-0.443311   0.0374665
-0.455328   0.0508277
-0.450956   0.0398974
-0.490999   0.0385349
-0.455939   0.0459282
-0.402593   0.0424348
-0.427917   0.0422216
-0.4122   0.0477016
-0.398232   0.0546509
-0.401519   0.0484132
-0.366642   0.0479846
-0.452138    0.039839
-0.418388   0.0489348
-0.371455   0.0449566
-0.35606   0.0490877
-0.378293   0.0424588
-0.384739    0.041858
-0.321727   0.0457756
-0.319781   0.0608479
-0.40673   0.0420213
-0.386473   0.0365345
-0.36668   0.0429362
-0.421511   0.0408159
-0.405622   0.0451528
-0.39084   0.0521561
-0.409932   0.0532377
-0.40955   0.0622877
-0.33471    0.061576
-0.38535   0.0531373
-0.361154   0.0606867
-0.423408   0.0496144
-0.431903   0.0600182
-0.403974   0.0573574
-0.423176   0.0462238
-0.413508   0.0458317
-0.35357   0.0472977
-0.40623   0.0392451
-0.423179    0.042015
-0.501346   0.0400964
-0.456365    0.035928
-0.440609   0.0346284
-0.414319   0.0353738
-0.383046   0.0431268
-0.354646   0.0424638
-0.337434   0.0485439
-0.334992   0.0393079
-0.344652   0.0623384
-0.308581   0.0551704
-0.320807   0.0529498
